order_date,sales_region_code,item_code,first_cate_code,second_cate_code,sales_chan_name,item_price,year,month,day,day_of_week,is_weekend,is_holiday,sales_chan,season,ord_qty
2015-09-09,102,21003,306,407,offline,598.0,2015,9,9,2,0,0,0,3,105
2015-09-09,104,21183,307,403,online,440.0,2015,9,9,2,0,0,1,3,34
2015-09-09,102,20230,306,407,offline,869.0,2015,9,9,2,0,0,0,3,73
2015-09-09,102,20650,306,407,offline,732.0,2015,9,9,2,0,0,0,3,307
2015-09-09,102,20996,306,407,offline,435.0,2015,9,9,2,0,0,0,3,102
2015-09-09,101,20662,305,412,offline,211.0,2015,9,9,2,0,0,0,3,56
2015-09-09,102,20895,306,407,offline,814.0,2015,9,9,2,0,0,0,3,37
2015-09-09,102,21619,306,402,offline,265.0,2015,9,9,2,0,0,0,3,505
2015-09-09,102,20189,305,412,offline,226.0,2015,9,9,2,0,0,0,3,83
2015-09-09,103,21920,305,412,offline,764.0,2015,9,9,2,0,0,0,3,43
2015-09-09,102,20323,305,412,offline,103.0,2015,9,9,2,0,0,0,3,82
2015-09-09,102,21297,306,407,offline,1211.0,2015,9,9,2,0,0,0,3,45
2015-09-09,103,21517,306,407,offline,846.0,2015,9,9,2,0,0,0,3,6
2015-09-09,102,20855,306,407,offline,1573.0,2015,9,9,2,0,0,0,3,15
2015-09-09,101,20260,306,407,offline,606.0,2015,9,9,2,0,0,0,3,208
2015-09-09,101,20498,306,407,offline,680.0,2015,9,9,2,0,0,0,3,401
2015-09-09,103,20694,305,412,offline,1411.0,2015,9,9,2,0,0,0,3,22
2015-09-09,101,21239,306,407,offline,1213.0,2015,9,9,2,0,0,0,3,36
2015-09-10,101,21381,306,407,offline,1011.0,2015,9,10,3,0,0,0,3,53
2015-09-10,101,21187,303,401,offline,398.0,2015,9,10,3,0,0,0,3,205
2015-09-10,104,22021,307,403,online,440.0,2015,9,10,3,0,0,1,3,73
2015-09-10,105,21744,302,408,online,566.0,2015,9,10,3,0,0,1,3,51
2015-09-10,103,20988,303,401,offline,502.0,2015,9,10,3,0,0,0,3,103
2015-09-10,103,21362,302,408,offline,1086.0,2015,9,10,3,0,0,0,3,151
2015-09-10,102,20895,306,407,offline,806.0,2015,9,10,3,0,0,0,3,36
2015-09-10,102,22046,305,412,offline,1210.0,2015,9,10,3,0,0,0,3,11
2015-09-10,102,21517,306,407,offline,842.0,2015,9,10,3,0,0,0,3,300
2015-09-10,102,20774,306,407,offline,842.0,2015,9,10,3,0,0,0,3,306
2015-09-10,101,21579,306,407,offline,1302.0,2015,9,10,3,0,0,0,3,25
2015-09-10,102,21099,306,407,offline,477.0,2015,9,10,3,0,0,0,3,38
2015-09-10,101,20402,303,401,offline,617.0,2015,9,10,3,0,0,0,3,53
2015-09-10,102,21271,306,407,offline,460.0,2015,9,10,3,0,0,0,3,21
2015-09-10,104,21565,307,403,offline,1402.0,2015,9,10,3,0,0,0,3,10
2015-09-10,103,20498,306,407,offline,682.0,2015,9,10,3,0,0,0,3,57
2015-09-10,101,22047,306,407,offline,1001.0,2015,9,10,3,0,0,0,3,205
2015-09-10,102,21402,306,407,offline,876.0,2015,9,10,3,0,0,0,3,29
2015-09-10,103,20459,305,412,offline,1655.0,2015,9,10,3,0,0,0,3,19
2015-09-10,103,20457,305,412,offline,162.0,2015,9,10,3,0,0,0,3,21
2015-09-10,103,20514,302,408,offline,782.0,2015,9,10,3,0,0,0,3,106
2015-09-10,103,20459,305,412,offline,1667.0,2015,9,10,3,0,0,0,3,11
2015-09-10,103,21703,305,412,offline,417.0,2015,9,10,3,0,0,0,3,83
2015-09-10,103,20662,305,412,offline,210.0,2015,9,10,3,0,0,0,3,33
2015-09-10,101,21234,302,408,offline,982.0,2015,9,10,3,0,0,0,3,33
2015-09-10,101,22041,306,407,offline,801.0,2015,9,10,3,0,0,0,3,15
2015-09-10,101,21381,306,407,offline,1017.0,2015,9,10,3,0,0,0,3,82
2015-09-10,102,20977,302,408,offline,498.0,2015,9,10,3,0,0,0,3,29
2015-09-10,101,21271,306,407,offline,475.0,2015,9,10,3,0,0,0,3,85
2015-09-10,103,21350,305,412,offline,250.0,2015,9,10,3,0,0,0,3,33
2015-09-10,101,20230,306,407,offline,869.0,2015,9,10,3,0,0,0,3,44
2015-09-11,102,20810,306,407,offline,670.0,2015,9,11,4,0,0,0,3,23
2015-09-11,101,21003,306,407,offline,599.0,2015,9,11,4,0,0,0,3,105
2015-09-11,101,20260,306,407,offline,604.0,2015,9,11,4,0,0,0,3,539
2015-09-11,101,20586,306,407,offline,964.0,2015,9,11,4,0,0,0,3,28
2015-09-11,101,20810,306,407,offline,671.0,2015,9,11,4,0,0,0,3,206
2015-09-11,101,21297,306,407,offline,1213.0,2015,9,11,4,0,0,0,3,59
2015-09-11,102,20323,305,412,offline,96.0,2015,9,11,4,0,0,0,3,106
2015-09-11,102,21881,306,407,offline,516.0,2015,9,11,4,0,0,0,3,29
2015-09-11,104,20003,301,405,online,742.0,2015,9,11,4,0,0,1,3,22
2015-09-11,104,20416,301,405,online,769.0,2015,9,11,4,0,0,1,3,24
2015-09-11,102,20174,303,401,offline,1667.0,2015,9,11,4,0,0,0,3,20
2015-09-11,102,20680,306,407,offline,1141.0,2015,9,11,4,0,0,0,3,18
2015-09-11,105,21787,302,408,online,889.0,2015,9,11,4,0,0,1,3,253
2015-09-11,105,21819,306,402,online,271.0,2015,9,11,4,0,0,1,3,58
2015-09-11,105,21254,306,402,online,381.0,2015,9,11,4,0,0,1,3,39
2015-09-11,105,21937,306,407,online,706.0,2015,9,11,4,0,0,1,3,46
2015-09-11,105,20194,305,412,online,201.0,2015,9,11,4,0,0,1,3,25
2015-09-11,105,21122,306,407,online,1031.0,2015,9,11,4,0,0,1,3,112
2015-09-11,105,20650,306,407,online,744.0,2015,9,11,4,0,0,1,3,48
2015-09-11,102,21542,306,407,offline,676.0,2015,9,11,4,0,0,0,3,57
2015-09-11,102,22082,305,412,offline,2009.0,2015,9,11,4,0,0,0,3,6
2015-09-11,102,20082,305,412,offline,1153.0,2015,9,11,4,0,0,0,3,17
2015-09-11,102,21052,303,401,offline,1509.0,2015,9,11,4,0,0,0,3,16
2015-09-11,102,20607,306,407,offline,726.0,2015,9,11,4,0,0,0,3,102
2015-09-11,102,21350,305,412,offline,254.0,2015,9,11,4,0,0,0,3,101
2015-09-11,102,20989,302,408,offline,1505.0,2015,9,11,4,0,0,0,3,8
2015-09-11,103,21542,306,407,offline,683.0,2015,9,11,4,0,0,0,3,107
2015-09-11,103,20916,306,407,offline,486.0,2015,9,11,4,0,0,0,3,304
2015-09-11,102,20850,306,407,offline,598.0,2015,9,11,4,0,0,0,3,36
2015-09-11,102,21475,306,407,offline,1287.0,2015,9,11,4,0,0,0,3,130
2015-09-11,102,20584,306,407,offline,774.0,2015,9,11,4,0,0,0,3,24
2015-09-11,102,21003,306,407,offline,592.0,2015,9,11,4,0,0,0,3,57
2015-09-11,102,20498,306,407,offline,673.0,2015,9,11,4,0,0,0,3,1004
2015-09-11,102,20043,302,408,offline,1218.0,2015,9,11,4,0,0,0,3,11
2015-09-11,102,21690,303,401,offline,567.0,2015,9,11,4,0,0,0,3,252
2015-09-11,103,20260,306,407,offline,611.0,2015,9,11,4,0,0,0,3,306
2015-09-11,103,22041,306,407,offline,805.0,2015,9,11,4,0,0,0,3,22
2015-09-11,101,20826,302,408,offline,1239.0,2015,9,11,4,0,0,0,3,124
2015-09-11,105,20354,303,401,offline,1419.0,2015,9,11,4,0,0,0,3,9
2015-09-11,105,20883,306,407,offline,2315.0,2015,9,11,4,0,0,0,3,3
2015-09-11,102,20977,302,408,offline,488.0,2015,9,11,4,0,0,0,3,49
2015-09-11,103,21295,302,408,offline,785.0,2015,9,11,4,0,0,0,3,32
2015-09-11,102,20230,306,407,offline,876.0,2015,9,11,4,0,0,0,3,57
2015-09-11,102,20780,306,407,offline,924.0,2015,9,11,4,0,0,0,3,207
2015-09-11,101,20780,306,407,offline,924.0,2015,9,11,4,0,0,0,3,58
2015-09-11,101,20584,306,407,offline,786.0,2015,9,11,4,0,0,0,3,67
2015-09-11,101,20498,306,407,offline,685.0,2015,9,11,4,0,0,0,3,32
2015-09-11,101,21739,306,407,offline,767.0,2015,9,11,4,0,0,0,3,36
2015-09-11,101,20498,306,407,offline,676.0,2015,9,11,4,0,0,0,3,51
2015-09-11,101,22047,306,407,offline,996.0,2015,9,11,4,0,0,0,3,59
2015-09-11,101,20850,306,407,offline,605.0,2015,9,11,4,0,0,0,3,82
2015-09-11,101,20964,306,407,offline,1328.0,2015,9,11,4,0,0,0,3,21
2015-09-11,101,20810,306,407,offline,675.0,2015,9,11,4,0,0,0,3,7
2015-09-11,101,21381,306,407,offline,1025.0,2015,9,11,4,0,0,0,3,52
2015-09-11,103,21745,303,401,offline,1718.0,2015,9,11,4,0,0,0,3,45
2015-09-11,103,21499,303,401,offline,2011.0,2015,9,11,4,0,0,0,3,27
2015-09-11,102,20977,302,408,offline,497.0,2015,9,11,4,0,0,0,3,77
2015-09-11,103,20988,303,401,offline,518.0,2015,9,11,4,0,0,0,3,21
2015-09-11,102,20586,306,407,offline,978.0,2015,9,11,4,0,0,0,3,39
2015-09-11,102,20230,306,407,offline,864.0,2015,9,11,4,0,0,0,3,66
2015-09-11,103,20973,306,407,offline,539.0,2015,9,11,4,0,0,0,3,206
2015-09-11,101,22041,306,407,offline,807.0,2015,9,11,4,0,0,0,3,79
2015-09-11,103,21790,302,408,offline,3005.0,2015,9,11,4,0,0,0,3,8
2015-09-12,101,21484,305,412,offline,311.0,2015,9,12,5,1,1,0,3,49
2015-09-12,101,20354,303,401,offline,1423.0,2015,9,12,5,1,1,0,3,17
2015-09-12,103,21371,305,412,offline,1817.0,2015,9,12,5,1,1,0,3,11
2015-09-12,104,20448,308,404,online,962.0,2015,9,12,5,1,1,1,3,9
2015-09-12,104,21831,308,404,online,1108.0,2015,9,12,5,1,1,1,3,24
2015-09-12,105,21881,306,407,online,534.0,2015,9,12,5,1,1,1,3,106
2015-09-12,104,20877,308,404,online,422.0,2015,9,12,5,1,1,1,3,520
2015-09-12,104,21081,307,403,online,372.0,2015,9,12,5,1,1,1,3,13
2015-09-12,104,21081,307,403,online,374.0,2015,9,12,5,1,1,1,3,181
2015-09-12,105,21177,302,408,online,826.0,2015,9,12,5,1,1,1,3,20
2015-09-12,102,20712,306,407,offline,773.0,2015,9,12,5,1,1,0,3,32
2015-09-12,102,20810,306,407,offline,671.0,2015,9,12,5,1,1,0,3,204
2015-09-12,102,21742,303,401,offline,3015.0,2015,9,12,5,1,1,0,3,5
2015-09-12,102,21588,303,401,offline,1140.0,2015,9,12,5,1,1,0,3,28
2015-09-12,103,20598,303,401,offline,1465.0,2015,9,12,5,1,1,0,3,9
2015-09-12,103,20912,305,412,offline,463.0,2015,9,12,5,1,1,0,3,13
2015-09-12,102,20327,302,408,offline,1350.0,2015,9,12,5,1,1,0,3,22
2015-09-12,101,20260,306,407,offline,618.0,2015,9,12,5,1,1,0,3,203
2015-09-12,102,20973,306,407,offline,533.0,2015,9,12,5,1,1,0,3,206
2015-09-12,103,21499,303,401,offline,2011.0,2015,9,12,5,1,1,0,3,5
2015-09-12,102,21052,303,401,offline,1518.0,2015,9,12,5,1,1,0,3,12
2015-09-12,102,21279,302,408,offline,1311.0,2015,9,12,5,1,1,0,3,55
2015-09-12,102,21993,302,408,offline,1812.0,2015,9,12,5,1,1,0,3,9
2015-09-12,102,21350,305,412,offline,259.0,2015,9,12,5,1,1,0,3,158
2015-09-12,103,21588,303,401,offline,1141.0,2015,9,12,5,1,1,0,3,14
2015-09-12,103,21657,306,407,offline,522.0,2015,9,12,5,1,1,0,3,159
2015-09-12,101,21402,306,407,offline,869.0,2015,9,12,5,1,1,0,3,41
2015-09-12,102,20322,306,407,offline,769.0,2015,9,12,5,1,1,0,3,354
2015-09-12,103,21271,306,407,offline,467.0,2015,9,12,5,1,1,0,3,255
2015-09-12,103,20973,306,407,offline,544.0,2015,9,12,5,1,1,0,3,20
2015-09-12,101,21239,306,407,offline,1216.0,2015,9,12,5,1,1,0,3,24
2015-09-12,101,21579,306,407,offline,1317.0,2015,9,12,5,1,1,0,3,34
2015-09-12,103,20702,305,412,offline,317.0,2015,9,12,5,1,1,0,3,10
2015-09-12,101,20283,306,407,offline,601.0,2015,9,12,5,1,1,0,3,105
2015-09-12,101,21764,302,408,offline,694.0,2015,9,12,5,1,1,0,3,63
2015-09-12,101,20279,306,407,offline,656.0,2015,9,12,5,1,1,0,3,54
2015-09-12,103,20226,303,401,offline,930.0,2015,9,12,5,1,1,0,3,54
2015-09-12,102,22047,306,407,offline,997.0,2015,9,12,5,1,1,0,3,66
2015-09-12,102,20973,306,407,offline,534.0,2015,9,12,5,1,1,0,3,82
2015-09-12,102,21644,303,401,offline,313.0,2015,9,12,5,1,1,0,3,27
2015-09-12,102,20988,303,401,offline,508.0,2015,9,12,5,1,1,0,3,22
2015-09-12,102,20226,303,401,offline,934.0,2015,9,12,5,1,1,0,3,17
2015-09-12,102,20226,303,401,offline,931.0,2015,9,12,5,1,1,0,3,101
2015-09-12,102,20378,306,407,offline,772.0,2015,9,12,5,1,1,0,3,29
2015-09-12,101,21297,306,407,offline,1205.0,2015,9,12,5,1,1,0,3,301
2015-09-12,102,20322,306,407,offline,768.0,2015,9,12,5,1,1,0,3,41
2015-09-12,102,20973,306,407,offline,532.0,2015,9,12,5,1,1,0,3,107
2015-09-12,102,20302,305,412,offline,363.0,2015,9,12,5,1,1,0,3,59
2015-09-12,102,22035,305,412,offline,2016.0,2015,9,12,5,1,1,0,3,7
2015-09-13,101,22035,305,412,offline,2013.0,2015,9,13,6,1,1,0,3,58
2015-09-13,101,20579,306,407,offline,619.0,2015,9,13,6,1,1,0,3,54
2015-09-13,101,20663,306,407,offline,667.0,2015,9,13,6,1,1,0,3,157
2015-09-13,102,20671,306,407,offline,946.0,2015,9,13,6,1,1,0,3,39
2015-09-13,102,20260,306,407,offline,610.0,2015,9,13,6,1,1,0,3,404
2015-09-13,101,21971,303,401,offline,1258.0,2015,9,13,6,1,1,0,3,1006
2015-09-13,104,21088,301,405,online,779.0,2015,9,13,6,1,1,1,3,21
2015-09-13,104,21081,307,403,online,363.0,2015,9,13,6,1,1,1,3,48
2015-09-13,102,21744,302,408,offline,568.0,2015,9,13,6,1,1,0,3,107
2015-09-13,102,20608,302,408,offline,1214.0,2015,9,13,6,1,1,0,3,34
2015-09-13,102,20322,306,407,offline,768.0,2015,9,13,6,1,1,0,3,108
2015-09-13,102,20571,306,407,offline,772.0,2015,9,13,6,1,1,0,3,63
2015-09-13,102,20457,305,412,offline,156.0,2015,9,13,6,1,1,0,3,105
2015-09-13,102,21600,306,407,offline,642.0,2015,9,13,6,1,1,0,3,203
2015-09-13,102,21610,306,407,offline,608.0,2015,9,13,6,1,1,0,3,59
2015-09-13,102,20279,306,407,offline,650.0,2015,9,13,6,1,1,0,3,34
2015-09-13,102,20576,302,408,offline,1012.0,2015,9,13,6,1,1,0,3,22
2015-09-13,102,21258,302,408,offline,959.0,2015,9,13,6,1,1,0,3,10
2015-09-13,102,21347,303,401,offline,1130.0,2015,9,13,6,1,1,0,3,29
2015-09-13,102,20810,306,407,offline,673.0,2015,9,13,6,1,1,0,3,34
2015-09-13,102,20973,306,407,offline,545.0,2015,9,13,6,1,1,0,3,358
2015-09-13,101,21413,303,401,offline,1407.0,2015,9,13,6,1,1,0,3,37
2015-09-13,101,20174,303,401,offline,1650.0,2015,9,13,6,1,1,0,3,22
2015-09-13,101,21484,305,412,offline,308.0,2015,9,13,6,1,1,0,3,26
2015-09-13,101,21703,305,412,offline,421.0,2015,9,13,6,1,1,0,3,21
2015-09-13,102,20082,305,412,offline,1160.0,2015,9,13,6,1,1,0,3,14
2015-09-13,102,21413,303,401,offline,1410.0,2015,9,13,6,1,1,0,3,28
2015-09-13,102,20518,305,412,offline,1070.0,2015,9,13,6,1,1,0,3,28
2015-09-13,101,21517,306,407,offline,836.0,2015,9,13,6,1,1,0,3,39
2015-09-13,101,21121,305,412,offline,251.0,2015,9,13,6,1,1,0,3,309
2015-09-13,101,21588,303,401,offline,1138.0,2015,9,13,6,1,1,0,3,43
2015-09-14,101,21613,302,408,offline,898.0,2015,9,14,0,0,0,0,3,408
2015-09-14,105,20200,305,412,online,543.0,2015,9,14,0,0,0,1,3,95
2015-09-14,105,20547,305,412,online,644.0,2015,9,14,0,0,0,1,3,54
2015-09-14,105,20174,303,401,online,1655.0,2015,9,14,0,0,0,1,3,52
2015-09-14,105,20082,305,412,online,1163.0,2015,9,14,0,0,0,1,3,35
2015-09-14,101,21379,305,412,offline,983.0,2015,9,14,0,0,0,0,3,205
2015-09-14,102,22046,305,412,offline,1205.0,2015,9,14,0,0,0,0,3,55
2015-09-14,105,20591,302,408,online,483.0,2015,9,14,0,0,0,1,3,251
2015-09-14,105,20201,302,408,online,921.0,2015,9,14,0,0,0,1,3,42
2015-09-14,105,21177,302,408,online,833.0,2015,9,14,0,0,0,1,3,322
